reference,aims_ancestry,aims_heterozygosity,tarsus.length,weight,tail.length,wing.cord,kipps,distal,carpal,p7,p8,p9,p10,bodyCondition,releaseDay,fall_detectDay1,fall_bearing1,range_norm_tarsus.length,range_norm_weight,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_carpal,range_norm_p7,range_norm_p8,range_norm_p9,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
CH28H06,0.5898491084,0.6680384088,28.5,31.5,71,97,30.2,57.4,70,78,77,73,15,1.105263158,239,251,176.960023,0.5967741935,0.5862068966,0.5882352941,0.5294117647,0.5636363636,0.3591549296,0.9090909091,0.5714285714,0.5384615385,0.6111111111,0.375,0.4782608696,0.275,0.7490745178,0.5075458739,0
CH28H07,0.3738580464,0.1981728742,29,30.7,71,95,30.2,58.5,67,78,78,73,15,1.05862069,239,264,120.5847585,0.6774193548,0.5402298851,0.5882352941,0.4117647059,0.5636363636,0.4366197183,0.6363636364,0.5714285714,0.6153846154,0.6111111111,0.375,0.4782608696,0.6,0.3522534907,0.4282240752,0
CH28H08,0.1870579915,0.2779349364,27.7,28.2,67,96,32.4,58.5,66,78,78,73,14,1.018050542,239,253,84.1399332,0.4677419355,0.3965517241,0.3529411765,0.4705882353,0.7636363636,0.4366197183,0.5454545455,0.5714285714,0.6153846154,0.6111111111,0.25,0.4782608696,0.325,0.09572124827,0.3592290747,0
CH28H09,0.575206044,0.6902472527,29,28,66,94,28.8,53.4,65,75,75,71,18,0.9655172414,239,266,120.5847585,0.6774193548,0.3850574713,0.2941176471,0.3529411765,0.4363636364,0.07746478873,0.4545454545,0.3571428571,0.3846153846,0.5,0.75,0.4782608696,0.65,0.3522534907,0.269889123,0
CH28H10,0.4833679834,0.3333333333,28.1,27.9,73,95,28.6,59.3,67,78,78,75,16,0.9928825623,239,NA,NA,0.5322580645,0.3793103448,0.7058823529,0.4117647059,0.4181818182,0.4929577465,0.6363636364,0.5714285714,0.6153846154,0.7222222222,0.5,0.4782608696,NA,NA,0.3164275366,0
CH28H11,0.07509025271,0.09819494585,28.4,30.5,70,96,31.6,54.7,66,76,77,72,19,1.073943662,239,260,137.9838,0.5806451613,0.5287356322,0.5294117647,0.4705882353,0.6909090909,0.1690140845,0.5454545455,0.4285714286,0.5384615385,0.5555555556,0.875,0.4782608696,0.5,0.4747239672,0.4542828532,0
CH28H12,0.05157593123,0.0787965616,27,29.3,68,96,29.1,56.9,67,78,78,75,19,1.085185185,239,249,105.0084614,0.3548387097,0.4597701149,0.4117647059,0.4705882353,0.4636363636,0.323943662,0.6363636364,0.5714285714,0.6153846154,0.7222222222,0.875,0.4782608696,0.225,0.2426131678,0.4734005774,0
CH29H01,0.8510158014,0.1655379985,27.5,28.8,70,92,29,55.3,65,74,75,70,15,1.047272727,240,257,189.3982671,0.435483871,0.4310344828,0.5294117647,0.2352941176,0.4545454545,0.2112676056,0.4545454545,0.2857142857,0.3846153846,0.4444444444,0.375,0.5217391304,0.425,0.8366263343,0.4089253369,0
CH29H02,0.03338570306,0.0447761194,26.7,31.7,71,98,32.4,61,68,80,79,76,15,1.187265918,240,NA,NA,0.3064516129,0.5977011494,0.5882352941,0.5882352941,0.7636363636,0.6126760563,0.7272727273,0.7142857143,0.6923076923,0.7777777778,0.375,0.5217391304,NA,NA,0.6470026102,0
CH29H03,0.5334909377,0.1418439716,28.8,30.9,72,96,30.8,59.2,66,78,77,73,14,1.072916667,240,264,137.9838,0.6451612903,0.5517241379,0.6470588235,0.4705882353,0.6181818182,0.485915493,0.5454545455,0.5714285714,0.5384615385,0.6111111111,0.25,0.5217391304,0.6,0.4747239672,0.4525363094,0
CH29H04,0.1040296053,0.05016447368,27.6,30.7,73,95,29,57.2,67,78,77,74,16,1.112318841,240,257,105.0084614,0.4516129032,0.5402298851,0.7058823529,0.4117647059,0.4545454545,0.3450704225,0.6363636364,0.5714285714,0.5384615385,0.6666666667,0.5,0.5217391304,0.425,0.2426131678,0.5195450125,0
CH29H05,0.5555102041,0.7208163265,28.2,28,63,91,29,52.9,66,73,73,69,15,0.9929078014,240,NA,NA,0.5483870968,0.3850574713,0.1176470588,0.1764705882,0.4545454545,0.04225352113,0.5454545455,0.2142857143,0.2307692308,0.3888888889,0.375,0.5217391304,NA,NA,0.3164704591,0
CH29H06,0.3484504913,0.477702192,26.8,30.5,68,94,28,57.7,66,78,77,73,14,1.138059701,240,254,137.9838,0.3225806452,0.5287356322,0.4117647059,0.3529411765,0.3636363636,0.3802816901,0.5454545455,0.5714285714,0.5384615385,0.6111111111,0.25,0.5217391304,0.35,0.4747239672,0.563320813,1
CH29H07,0.3035328046,0.2509012257,27.3,30.3,72,96,31.4,57.1,67,78,78,73,16,1.10989011,240,253,70.54108052,0.4032258065,0.5172413793,0.6470588235,0.4705882353,0.6727272727,0.338028169,0.6363636364,0.5714285714,0.6153846154,0.6111111111,0.5,0.5217391304,0.325,0,0.5154146289,0
CH29H08,0.3709795322,0.5709064327,28.2,29.2,69,97,31.2,59.4,67,77,76,70,12,1.035460993,240,256,130.8885936,0.5483870968,0.4540229885,0.4705882353,0.5294117647,0.6545454545,0.5,0.6363636364,0.5,0.4615384615,0.4444444444,0,0.5217391304,0.4,0.4247813711,0.388837892,0
CH29H09,0.436121673,0.5802281369,29,34.6,66,95,29,52.5,67,75,74,72,16,1.193103448,240,260,193.5552107,0.6774193548,0.7643678161,0.2941176471,0.4117647059,0.4545454545,0.01408450704,0.6363636364,0.3571428571,0.3076923077,0.5555555556,0.5,0.5217391304,0.5,0.8658867312,0.6569301173,0
CH29H10,0.2616017964,0.3166167665,29.5,31.9,71,99,33.7,56.9,68,81,82,78,20,1.081355932,240,260,149.4931186,0.7580645161,0.6091954023,0.5882352941,0.6470588235,0.8818181818,0.323943662,0.7272727273,0.7857142857,0.9230769231,0.8888888889,1,0.5217391304,0.5,0.5557371506,0.466888417,0
CH29H13,0.08987915408,0.1072507553,28.8,31.5,66,96,31,57.3,66,78,77,72,15,1.09375,240,NA,NA,0.6451612903,0.5862068966,0.2941176471,0.4705882353,0.6363636364,0.3521126761,0.5454545455,0.5714285714,0.5384615385,0.5555555556,0.375,0.5217391304,NA,NA,0.4879661984,0
CH29H14,0.08491253644,0.1304664723,27.2,33,70,95,28.6,58.2,67,77,77,72,12,1.213235294,240,NA,NA,0.3870967742,0.6724137931,0.5294117647,0.4117647059,0.4181818182,0.4154929577,0.6363636364,0.5,0.5384615385,0.5555555556,0,0.5217391304,NA,NA,0.6911670323,0
CH29H15,0.3700078309,0.476898982,26.3,32.2,70,90,29.5,55.5,63,74,73,72,16,1.224334601,240,257,130.8885936,0.2419354839,0.6264367816,0.5294117647,0.1176470588,0.5,0.2253521127,0.2727272727,0.2857142857,0.2307692308,0.5555555556,0.5,0.5217391304,0.425,0.4247813711,0.710042898,0
CH30H01,0.1328538986,0.1748675246,28.3,29.7,67,96,32.7,59.2,66,77,77,72,12,1.049469965,241,265,95.9694439,0.564516129,0.4827586207,0.3529411765,0.4705882353,0.7909090909,0.485915493,0.5454545455,0.5,0.5384615385,0.5555555556,0,0.5652173913,0.625,0.1789882383,0.412662035,0
CH30H02,0.1221590909,0.140625,29.6,34.4,70,100,32.9,57.9,68,80,80,74,16,1.162162162,241,268,84.1399332,0.7741935484,0.7528735632,0.5294117647,0.7058823529,0.8090909091,0.3943661972,0.7272727273,0.7142857143,0.7692307692,0.6666666667,0.5,0.5652173913,0.7,0.09572124827,0.6043102933,0
CH30H03,0.1421499293,0.2319660537,27,29.1,69,92,28.2,53.8,65,77,75,73,20,1.077777778,241,254,70.54108052,0.3548387097,0.4482758621,0.4705882353,0.2352941176,0.3818181818,0.1056338028,0.4545454545,0.5,0.3846153846,0.6111111111,1,0.5652173913,0.35,0,0.4608032835,1
CH30H04,0.1629814551,0.1904422254,29,34.1,73,102,32.3,59.8,71,82,81,76,16,1.175862069,241,256,105.0084614,0.6774193548,0.7356321839,0.7058823529,0.8235294118,0.7545454545,0.5281690141,1,0.8571428571,0.8461538462,0.7777777778,0.5,0.5652173913,0.4,0.2426131678,0.6276088298,0
CH30H05,0.2134831461,0.3940074906,28.5,33,66,94,31.6,55.6,65,77,75,71,15,1.157894737,241,NA,NA,0.5967741935,0.6724137931,0.2941176471,0.3529411765,0.6909090909,0.2323943662,0.4545454545,0.5,0.3846153846,0.5,0.375,0.5652173913,NA,NA,0.5970529619,0
CH30H06,0.05261221486,0.09345106696,28.7,29.5,68,98,33.2,57.8,67,77,77,72,17,1.027874564,241,265,137.9838,0.6290322581,0.4712643678,0.4117647059,0.5882352941,0.8363636364,0.3873239437,0.6363636364,0.5,0.5384615385,0.5555555556,0.625,0.5652173913,0.625,0.4747239672,0.3759361487,0
CH30H07,0.06080586081,0.09230769231,28,26.5,66,92,30.1,54.3,63,74,73,70,15,0.9464285714,241,257,120.5847585,0.5161290323,0.2988505747,0.2941176471,0.2352941176,0.5545454545,0.1408450704,0.2727272727,0.2857142857,0.2307692308,0.4444444444,0.375,0.5652173913,0.425,0.3522534907,0.2374262691,0
CH30H08,0.5180722892,0.5993975904,28.1,31.5,71,95,29.8,55.2,67,76,76,71,16,1.120996441,241,NA,NA,0.5322580645,0.5862068966,0.5882352941,0.4117647059,0.5272727273,0.2042253521,0.6363636364,0.4285714286,0.4615384615,0.5,0.5,0.5652173913,NA,NA,0.5343024411,0
CH30H09,0.102489019,0.1200585652,29,31.6,70,97,31.7,57.9,67,77,77,73,15,1.089655172,241,NA,NA,0.6774193548,0.591954023,0.5294117647,0.5294117647,0.7,0.3943661972,0.6363636364,0.5,0.5384615385,0.6111111111,0.375,0.5652173913,NA,NA,0.4810023926,0
CH30H10,0.1610169492,0.2118644068,28.9,33.3,69,96,30.2,56.1,66,76,76,71,14,1.152249135,241,256,161.5504186,0.6612903226,0.6896551724,0.4705882353,0.4705882353,0.5636363636,0.2676056338,0.5454545455,0.4285714286,0.4615384615,0.5,0.25,0.5652173913,0.4,0.6406075312,0.5874518555,0
CH30H13,0.08538350217,0.1259044863,29.1,31,67,96,30.7,55.7,65,76,76,71,15,1.065292096,241,267,137.9838,0.6935483871,0.5574712644,0.3529411765,0.4705882353,0.6090909091,0.2394366197,0.4545454545,0.4285714286,0.4615384615,0.5,0.375,0.5652173913,0.675,0.4747239672,0.4395697005,0
CH31H01,0.3507281553,0.4279935275,28.2,31.8,71,96,29.5,56,68,77,76,72,16,1.127659574,242,253,84.1399332,0.5483870968,0.6034482759,0.5882352941,0.4705882353,0.5,0.2605633803,0.7272727273,0.5,0.4615384615,0.5555555556,0.5,0.6086956522,0.325,0.09572124827,0.5456339964,1
CH31H02,0.144622093,0.1860465116,27.3,29.5,68,95,30.3,56.7,65,76,75,69,13,1.080586081,242,254,95.9694439,0.4032258065,0.4712643678,0.4117647059,0.4117647059,0.5727272727,0.3098591549,0.4545454545,0.4285714286,0.3846153846,0.3888888889,0.125,0.6086956522,0.35,0.1789882383,0.4655791806,0
CH31H03,0.425389755,0.6889383816,27.4,30,77,98,31.4,59.9,68,78,79,75,15,1.094890511,242,NA,NA,0.4193548387,0.5,0.9411764706,0.5882352941,0.6727272727,0.5352112676,0.7272727273,0.5714285714,0.6923076923,0.7222222222,0.375,0.6086956522,NA,NA,0.4899057909,0
CH31H04,0.0690668626,0.1087435709,27,30.2,71,97,30.2,55.2,67,77,76,72,17,1.118518519,242,NA,NA,0.3548387097,0.5114942529,0.5882352941,0.5294117647,0.5636363636,0.2042253521,0.6363636364,0.5,0.4615384615,0.5555555556,0.625,0.6086956522,NA,NA,0.5300883997,1
CH31H05,0.8123268698,0.324099723,29.7,31.2,71,95,30.1,57.5,67,76,76,71,14,1.050505051,242,260,174.4921726,0.7903225806,0.5689655172,0.5882352941,0.4117647059,0.5545454545,0.3661971831,0.6363636364,0.4285714286,0.4615384615,0.5,0.25,0.6086956522,0.5,0.7317035141,0.4144223379,0
CH31H06,0.1245551601,0.1451957295,27.4,30.2,69,96,31.6,56.7,67,76,76,73,16,1.102189781,242,NA,NA,0.4193548387,0.5114942529,0.4705882353,0.4705882353,0.6909090909,0.3098591549,0.6363636364,0.4285714286,0.4615384615,0.6111111111,0.5,0.6086956522,NA,NA,0.5023191826,0
CH31H07,0.4427480916,0.4371963914,26.9,29.3,68,90,26.4,53.2,65,74,73,68,16,1.089219331,242,267,176.960023,0.3387096774,0.4597701149,0.4117647059,0.1176470588,0.2181818182,0.06338028169,0.4545454545,0.2857142857,0.2307692308,0.3333333333,0.5,0.6086956522,0.675,0.7490745178,0.4802611854,0
CH31H10,0.1788732394,0.2352112676,28.8,30.9,68,94,28,56.4,66,75,75,71,15,1.072916667,242,267,161.5504186,0.6451612903,0.5517241379,0.4117647059,0.3529411765,0.3636363636,0.2887323944,0.5454545455,0.3571428571,0.3846153846,0.5,0.375,0.6086956522,0.675,0.6406075312,0.4525363094,0
CI03H01,0.0899859944,0.1155462185,27.6,35,72,99,31.7,57.5,67,80,79,75,16,1.268115942,245,256,137.9838,0.4516129032,0.7873563218,0.6470588235,0.6470588235,0.7,0.3661971831,0.6363636364,0.7142857143,0.6923076923,0.7222222222,0.5,0.7391304348,0.4,0.4747239672,0.784498965,1
CI03H02,0.2229254571,0.3192686357,28.2,31.5,72,95,29.9,55.9,66,76,76,73,19,1.117021277,245,NA,NA,0.5483870968,0.5862068966,0.6470588235,0.4117647059,0.5363636364,0.2535211268,0.5454545455,0.4285714286,0.4615384615,0.6111111111,0.875,0.7391304348,NA,NA,0.5275421382,1
CI03H03,0.4695164681,0.414856342,28.1,32.3,71,99,30.7,59.7,69,80,80,75,16,1.149466192,245,262,137.9838,0.5322580645,0.632183908,0.5882352941,0.6470588235,0.6090909091,0.5211267606,0.8181818182,0.7142857143,0.7692307692,0.7222222222,0.5,0.7391304348,0.55,0.4747239672,0.5827190866,0
CI03H04,0.08564321251,0.1087420043,28,27.7,71,100,30.4,60.8,70,82,81,78,15,0.9892857143,245,NA,NA,0.5161290323,0.367816092,0.5882352941,0.7058823529,0.5818181818,0.5985915493,0.9090909091,0.8571428571,0.8461538462,0.8888888889,0.375,0.7391304348,NA,NA,0.3103106122,0
CI03H05,0.09366096866,0.1346153846,29,29.8,70,98,33.2,59.9,66,80,79,76,15,1.027586207,245,257,137.9838,0.6774193548,0.4885057471,0.5294117647,0.5882352941,0.8363636364,0.5352112676,0.5454545455,0.7142857143,0.6923076923,0.7777777778,0.375,0.7391304348,0.425,0.4747239672,0.3754457578,0
CI03H06,0.1686875892,0.227532097,28.2,29.7,69,95,28.9,57.9,67,77,76,73,15,1.053191489,245,NA,NA,0.5483870968,0.4827586207,0.4705882353,0.4117647059,0.4454545455,0.3943661972,0.6363636364,0.5,0.4615384615,0.6111111111,0.375,0.7391304348,NA,NA,0.418990989,0
CI04H01,0.406405694,0.2761565836,27,27.8,66,93,27.9,52.6,68,74,73,67,14,1.02962963,246,264,137.9838,0.3548387097,0.3735632184,0.2941176471,0.2941176471,0.3545454545,0.02112676056,0.7272727273,0.2857142857,0.2307692308,0.2777777778,0.25,0.7826086957,0.6,0.4747239672,0.3789208734,1
CI04H02,0.2159010601,0.3187279152,27.4,31.9,68,96,30.2,56.4,67,78,76,72,17,1.164233577,246,262,124.6896071,0.4193548387,0.6091954023,0.4117647059,0.4705882353,0.5636363636,0.2887323944,0.6363636364,0.5714285714,0.4615384615,0.5555555556,0.625,0.7826086957,0.55,0.3811471954,0.6078330126,1
CI04H03,0.4674597621,0.5584324703,26.3,30.1,68,95,31.8,58.2,65,75,74,71,13,1.144486692,246,259,137.9838,0.2419354839,0.5057471264,0.4117647059,0.4117647059,0.7090909091,0.4154929577,0.4545454545,0.3571428571,0.3076923077,0.5,0.125,0.7826086957,0.475,0.4747239672,0.574250776,0
CI04H04,0.735375086,0.4686854783,27.5,28.3,71,96,31.3,57.7,66,77,77,72,15,1.029090909,246,260,176.960023,0.435483871,0.4022988506,0.5882352941,0.4705882353,0.6636363636,0.3802816901,0.5454545455,0.5,0.5384615385,0.5555555556,0.375,0.7826086957,0.5,0.7490745178,0.3780047066,0
CI04H05,0.1297468354,0.176511955,28.9,27.8,69,96,30,57.9,66,76,76,73,14,0.9619377163,246,265,120.5847585,0.6612903226,0.3735632184,0.4705882353,0.4705882353,0.5454545455,0.3943661972,0.5454545455,0.4285714286,0.4615384615,0.6111111111,0.25,0.7826086957,0.625,0.3522534907,0.2638016585,0
CI04H06,0.0925539318,0.1224773834,28.4,31.5,70,100,31.1,60.4,70,82,81,75,15,1.10915493,246,260,130.8885936,0.5806451613,0.5862068966,0.5294117647,0.7058823529,0.6454545455,0.5704225352,0.9090909091,0.8571428571,0.8461538462,0.7222222222,0.375,0.7826086957,0.5,0.4247813711,0.5141643557,0
CI04H07,0.5641114983,0.6668989547,29.5,35.6,70,98,31.5,57.8,67,79,79,72,15,1.206779661,246,263,176.960023,0.7580645161,0.8218390805,0.5294117647,0.5882352941,0.6818181818,0.3873239437,0.6363636364,0.6428571429,0.6923076923,0.5555555556,0.375,0.7826086957,0.575,0.7490745178,0.6801883588,0
CI04H08,0.5111498258,0.5860627178,28.9,30.1,70,92,30.8,57.6,64,74,74,72,14,1.041522491,246,251,76.75789545,0.6612903226,0.5057471264,0.5294117647,0.2352941176,0.6181818182,0.3732394366,0.3636363636,0.2857142857,0.3076923077,0.5555555556,0.25,0.7826086957,0.275,0.04375966855,0.3991462864,0
CI04H09,0.06038461538,0.09461538462,28.5,28.8,72,100,33.1,60.5,70,83,82,71,15,1.010526316,246,NA,NA,0.5967741935,0.4310344828,0.6470588235,0.7058823529,0.8272727273,0.5774647887,0.9090909091,0.9285714286,0.9230769231,0.5,0.375,0.7826086957,NA,NA,0.3464331155,0
CI05H01,0.09218077475,0.1284074605,28.3,29.7,68,96,31.1,55.9,66,78,76,78,14,1.049469965,247,265,70.54108052,0.564516129,0.4827586207,0.4117647059,0.4705882353,0.6454545455,0.2535211268,0.5454545455,0.5714285714,0.4615384615,0.8888888889,0.25,0.8260869565,0.625,0,0.412662035,0
CI05H02,0.3461538462,0.4897959184,28.1,32.2,70,94,29.4,52.3,66,76,76,70,18,1.145907473,247,NA,NA,0.5322580645,0.6264367816,0.5294117647,0.3529411765,0.4909090909,0,0.5454545455,0.4285714286,0.4615384615,0.4444444444,0.75,0.8260869565,NA,NA,0.5766670059,0
CI05H03,0.1422893482,0.2305246423,28.7,29.1,66,92,27.8,56.3,66,76,75,79,13,1.013937282,247,267,137.9838,0.6290322581,0.4482758621,0.2941176471,0.2352941176,0.3454545455,0.2816901408,0.5454545455,0.4285714286,0.3846153846,0.9444444444,0.125,0.8260869565,0.675,0.4747239672,0.3522339233,1
CI05H04,0.4824561404,0.6125095347,28.7,30.4,70,94,31.5,54.3,65,75,76,72,16,1.059233449,247,267,161.5504186,0.6290322581,0.5229885057,0.5294117647,0.3529411765,0.6818181818,0.1408450704,0.4545454545,0.3571428571,0.4615384615,0.5555555556,0.5,0.8260869565,0.675,0.6406075312,0.4292661558,0
CI05H05,0.05431131019,0.07950727884,27.3,29.8,69,95,28,57.3,66,76,75,70,13,1.091575092,247,274,120.5847585,0.4032258065,0.4885057471,0.4705882353,0.4117647059,0.3636363636,0.3521126761,0.5454545455,0.4285714286,0.3846153846,0.4444444444,0.125,0.8260869565,0.85,0.3522534907,0.4842674737,0
CI05H06,0.08296783626,0.1279239766,28.6,29,66,95,28.9,53.1,66,76,75,71,15,1.013986014,247,275,176.960023,0.6129032258,0.4425287356,0.2941176471,0.4117647059,0.4454545455,0.05633802817,0.5454545455,0.4285714286,0.3846153846,0.5,0.375,0.8260869565,0.875,0.7490745178,0.3523167982,0
CI06H01,0.1942114094,0.2290268456,29,29.7,70,96,29,56.9,66,77,75,72,15,1.024137931,248,NA,NA,0.6774193548,0.4827586207,0.5294117647,0.4705882353,0.4545454545,0.323943662,0.5454545455,0.5,0.3846153846,0.5555555556,0.375,0.8695652174,NA,NA,0.3695815003,0
CI06H02,0.2233429395,0.3198847262,26.9,29.4,66,92,29.7,57.3,65,76,75,71,14,1.092936803,248,263,137.9838,0.3387096774,0.4655172414,0.2941176471,0.2352941176,0.5181818182,0.3521126761,0.4545454545,0.4285714286,0.3846153846,0.5,0.25,0.8695652174,0.575,0.4747239672,0.4865832473,1
CI06H03,0.1431593794,0.1184767278,27.4,31,66,94,28.7,57.5,66,75,75,71,13,1.131386861,248,271,93.4026775,0.4193548387,0.5574712644,0.2941176471,0.3529411765,0.4272727273,0.3661971831,0.5454545455,0.3571428571,0.3846153846,0.5,0.125,0.8695652174,0.775,0.1609209727,0.5519727497,0
CI06H04,0.7807272727,0.3949090909,27.9,28.5,71,94,29.3,NA,66,76,74,70,16,1.021505376,248,263,176.960023,0.5,0.4137931034,0.5882352941,0.3529411765,0.4818181818,NA,0.5454545455,0.4285714286,0.3076923077,0.4444444444,0.5,0.8695652174,0.575,0.7490745178,0.3651044866,0
CI06H05,0.1344389555,0.1672547636,28.6,33.9,70,96,31.2,56.9,67,78,79,74,17,1.185314685,248,NA,NA,0.6129032258,0.724137931,0.5294117647,0.4705882353,0.6545454545,0.323943662,0.6363636364,0.5714285714,0.6923076923,0.6666666667,0.625,0.8695652174,NA,NA,0.6436842769,0
CI06H06,0.08605974395,0.09957325747,27.7,32.5,69,96,30.5,59.4,66,80,78,72,12,1.173285199,248,264,95.9694439,0.4677419355,0.6436781609,0.4705882353,0.4705882353,0.5909090909,0.5,0.5454545455,0.7142857143,0.6153846154,0.5555555556,0,0.8695652174,0.6,0.1789882383,0.6232265147,0
CI06H07,0.1015228426,0.1493836113,28.6,29.5,66,95,28.7,55.5,67,76,76,72,16,1.031468531,248,274,95.9694439,0.6129032258,0.4712643678,0.2941176471,0.4117647059,0.4272727273,0.2253521127,0.6363636364,0.4285714286,0.4615384615,0.5555555556,0.5,0.8695652174,0.85,0.1789882383,0.3820481736,1
CI06H08,0.4299781182,0.5652808169,27.9,31.2,67,95,27.8,54.5,67,78,79,73,16,1.11827957,248,NA,NA,0.5,0.5689655172,0.3529411765,0.4117647059,0.3454545455,0.1549295775,0.6363636364,0.5714285714,0.6923076923,0.6111111111,0.5,0.8695652174,NA,NA,0.5296820354,0
CI06H09,0.2666195191,0.297029703,27.1,37.8,67,95,31.3,55.1,64,75,75,72,16,1.394833948,248,259,95.9694439,0.3709677419,0.9482758621,0.3529411765,0.4117647059,0.6636363636,0.1971830986,0.3636363636,0.3571428571,0.3846153846,0.5555555556,0.5,0.8695652174,0.475,0.1789882383,1,0
CI06H10,0.232079489,0.3591199432,27.5,32.1,70,97,30,57.3,67,79,79,75,17,1.167272727,248,264,120.5847585,0.435483871,0.6206896552,0.5294117647,0.5294117647,0.5454545455,0.3521126761,0.6363636364,0.6428571429,0.6923076923,0.7222222222,0.625,0.8695652174,0.6,0.3522534907,0.6130014975,0
CI06H11,0.06144393241,0.089093702,29.8,33.4,66,96,29.6,56.9,66,76,75,70,14,1.120805369,248,NA,NA,0.8064516129,0.6954022989,0.2941176471,0.4705882353,0.5090909091,0.323943662,0.5454545455,0.4285714286,0.3846153846,0.4444444444,0.25,0.8695652174,NA,NA,0.5339774972,0
CI07H01,0.7536454336,0.3561013047,28.8,30.5,74,95,30.4,54.4,65,74,74,70,14,1.059027778,249,276,191.8735431,0.6451612903,0.5287356322,0.7647058824,0.4117647059,0.5818181818,0.1478873239,0.4545454545,0.2857142857,0.3076923077,0.4444444444,0.25,0.9130434783,0.9,0.8540496063,0.4289163834,0
CI07H02,0.6716147719,0.546705286,29,30.8,68,95,29.4,66.5,66,76,76,72,15,1.062068966,249,NA,NA,0.6774193548,0.5459770115,0.4117647059,0.4117647059,0.4909090909,1,0.5454545455,0.4285714286,0.4615384615,0.5555555556,0.375,0.9130434783,NA,NA,0.4340883327,0
CI07H03,0.4008,0.4896,27.2,28.1,67,95,27.3,53.5,67,75,74,68,15,1.033088235,249,259,189.3982671,0.3870967742,0.3908045977,0.3529411765,0.4117647059,0.3,0.08450704225,0.6363636364,0.3571428571,0.3076923077,0.3333333333,0.375,0.9130434783,0.475,0.8366263343,0.3848026981,0
CI07H04,0.6498194946,0.5935018051,27.6,30,70,94,28.4,54.6,65,75,74,69,15,1.086956522,249,NA,NA,0.4516129032,0.5,0.5294117647,0.3529411765,0.4,0.161971831,0.4545454545,0.3571428571,0.3076923077,0.3888888889,0.375,0.9130434783,NA,NA,0.4764129737,0
CI09H01,0.05975327679,0.09791827294,27.1,29.5,69,98,31.7,59.5,66,79,78,73,18,1.088560886,251,NA,NA,0.3709677419,0.4712643678,0.4705882353,0.5882352941,0.7,0.5070422535,0.5454545455,0.6428571429,0.6153846154,0.6111111111,0.75,1,NA,NA,0.4791414105,0
CI09H02,0.6791845494,0.5329041488,29.8,31.1,71,97,27.1,55.4,68,77,76,72,17,1.043624161,251,264,189.3982671,0.8064516129,0.5632183908,0.5882352941,0.5294117647,0.2818181818,0.2183098592,0.7272727273,0.5,0.4615384615,0.5555555556,0.625,1,0.6,0.8366263343,0.4027204588,0
CI09H03,0.35218034,0.5314116778,28.2,29.4,65,92,29.1,54.1,65,74,73,70,16,1.042553191,251,266,124.6896071,0.5483870968,0.4655172414,0.2352941176,0.2352941176,0.4636363636,0.1267605634,0.4545454545,0.2857142857,0.2307692308,0.4444444444,0.5,1,0.65,0.3811471954,0.4008991308,0
CI09H04,0.2930007446,0.417721519,27.5,35.6,69,96,27.9,56.9,68,80,77,74,16,1.294545455,251,267,137.9838,0.435483871,0.8218390805,0.4705882353,0.4705882353,0.3545454545,0.323943662,0.7272727273,0.7142857143,0.5384615385,0.6666666667,0.5,1,0.675,0.4747239672,0.8294459103,1
CI09H05,0.2891777934,0.3534785664,28.1,30.7,67,95,27.5,57,68,78,77,75,15,1.09252669,251,269,76.75789545,0.5322580645,0.5402298851,0.3529411765,0.4117647059,0.3181818182,0.3309859155,0.7272727273,0.5714285714,0.5384615385,0.7222222222,0.375,1,0.725,0.04375966855,0.4858857957,0
CI09H06,0.3819188192,0.452398524,27.2,36.3,69,96,30.5,58,67,78,77,73,15,1.334558824,251,NA,NA,0.3870967742,0.8620689655,0.4705882353,0.4705882353,0.5909090909,0.4014084507,0.6363636364,0.5714285714,0.5384615385,0.6111111111,0.375,1,NA,NA,0.8974940329,0
CI09H07,0.1818510484,0.2393347795,27.9,27,73,96,29.7,59.6,67,80,80,74,14,0.9677419355,251,268,84.1399332,0.5,0.3275862069,0.7058823529,0.4705882353,0.5181818182,0.514084507,0.6363636364,0.7142857143,0.7692307692,0.6666666667,0.25,1,0.7,0.09572124827,0.273672515,0
CI09H08,0.1161809816,0.1602760736,27.3,28.4,66,92,29.3,54.3,63,74,73,69,15,1.04029304,251,279,161.5504186,0.4032258065,0.408045977,0.2941176471,0.2352941176,0.4818181818,0.1408450704,0.2727272727,0.2857142857,0.2307692308,0.3888888889,0.375,1,0.975,0.6406075312,0.3970554393,0
DH27H01,0.1582002903,0.2714078374,27.9,31.2,70,99,33.9,64,66,79,79,75,16,1.11827957,238,262,105.0084614,0.5,0.5689655172,0.5294117647,0.6470588235,0.9,0.823943662,0.5454545455,0.6428571429,0.6923076923,0.7222222222,0.5,0.4347826087,0.55,0.2426131678,0.5296820354,0
DH27H02,0.0514201763,0.09696376102,27.3,29.4,71,98,31.5,61.6,NA,80,79,74,15,1.076923077,238,260,137.9838,0.4032258065,0.4655172414,0.5882352941,0.5882352941,0.6818181818,0.6549295775,NA,0.7142857143,0.6923076923,0.6666666667,0.375,0.4347826087,0.5,0.4747239672,0.4593497496,0
