reference,aims_ancestry,aims_heterozygosity,tarsus.length,weight,tail.length,wing.cord,kipps,distal,carpal,p7,p8,p9,p10,bodyCondition,releaseDay,fall_detectDay1,fall_bearing1,range_norm_tarsus.length,range_norm_weight,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_carpal,range_norm_p7,range_norm_p8,range_norm_p9,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
DI01H08,0.2580758427,0.2914325843,26.7,29.1,66,96,29.4,56.7,NA,78,77,74,18,1.08988764,243,265,105.0084614,0.3064516129,0.4482758621,0.2941176471,0.4705882353,0.4909090909,0.3098591549,NA,0.5714285714,0.5384615385,0.6666666667,0.75,0.652173913,0.625,0.2426131678,0.4813977358,0
DI01H09,0.4885632595,0.5868477484,25.5,28.7,66,90,26,57.3,NA,73,73,70,16,1.125490196,243,267,137.9838,0.1129032258,0.4252873563,0.2941176471,0.1176470588,0.1818181818,0.3521126761,NA,0.2142857143,0.2307692308,0.4444444444,0.5,0.652173913,0.675,0.4747239672,0.5419446763,1
DI01H10,0.9669421488,0.05785123967,29.9,30.4,71,94,28.8,60.8,NA,76,74,70,13,1.016722408,243,261,212.6083114,0.8225806452,0.5229885057,0.5882352941,0.3529411765,0.4363636364,0.5985915493,NA,0.4285714286,0.3076923077,0.4444444444,0.125,0.652173913,0.525,1,0.3569704048,0
DI01H11,0.1498538012,0.230994152,27.8,29.5,70,96,30.4,61.7,NA,79,77,71,15,1.061151079,243,262,130.8885936,0.4838709677,0.4712643678,0.5294117647,0.4705882353,0.5818181818,0.661971831,NA,0.6428571429,0.5384615385,0.5,0.375,0.652173913,0.55,0.4247813711,0.4325273433,1
DI01H12,0.454610951,0.5144092219,30.1,31,69,100,30.6,61.1,NA,78,78,74,16,1.029900332,243,271,124.6896071,0.8548387097,0.5574712644,0.4705882353,0.7058823529,0.6,0.6197183099,NA,0.5714285714,0.6153846154,0.6666666667,0.5,0.652173913,0.775,0.3811471954,0.3793812396,0
DI01H14,0.1045421774,0.1384282624,26.8,29.7,71,101,31.5,62.7,NA,84,83,80,19,1.108208955,243,265,105.0084614,0.3225806452,0.4827586207,0.5882352941,0.7647058824,0.6818181818,0.7323943662,NA,1,1,1,0.875,0.652173913,0.625,0.2426131678,0.512555599,1
DI01H15,0.2289068232,0.327219369,30,33.2,70,99,31,64.7,NA,81,80,NA,14,1.106666667,243,251,113.3367831,0.8387096774,0.683908046,0.5294117647,0.6470588235,0.6363636364,0.8732394366,NA,0.7857142857,0.7692307692,NA,0.25,0.652173913,0.275,0.3012355652,0.5099327296,0
DI02H01,0.05208333333,0.07330246914,28.8,29.3,68,98,31,62.6,NA,80,79,74,16,1.017361111,244,270,130.8885936,0.6451612903,0.4597701149,0.4117647059,0.5882352941,0.6363636364,0.7253521127,NA,0.7142857143,0.6923076923,0.6666666667,0.5,0.6956521739,0.75,0.4247813711,0.3580566054,1
DI02H02,0.4035460993,0.4496453901,27.2,29.2,66,95,30.7,59.3,NA,77,76,72,15,1.073529412,244,260,149.4931186,0.3870967742,0.4540229885,0.2941176471,0.4117647059,0.6090909091,0.4929577465,NA,0.5,0.4615384615,0.5555555556,0.375,0.6956521739,0.5,0.5557371506,0.453578365,0
DI02H03,0.2425637394,0.354815864,29.6,31.2,66,94,27.3,58.9,NA,77,75,70,15,1.054054054,244,260,120.5847585,0.7741935484,0.5689655172,0.2941176471,0.3529411765,0.3,0.4647887324,NA,0.5,0.3846153846,0.4444444444,0.375,0.6956521739,0.5,0.3522534907,0.4204578964,1
DI02H05,0.1527875794,0.1785462244,28.2,30.4,69,96,29.7,59.3,NA,77,77,73,16,1.078014184,244,268,115.4441427,0.5483870968,0.5229885057,0.4705882353,0.4705882353,0.5181818182,0.4929577465,NA,0.5,0.5384615385,0.6111111111,0.5,0.6956521739,0.7,0.3160691026,0.4612053248,1
DI02H06,0.3443895554,0.4361326747,28.4,28.6,69,99,30,61.8,NA,79,78,74,16,1.007042254,244,261,137.9838,0.5806451613,0.4195402299,0.4705882353,0.6470588235,0.5454545455,0.6690140845,NA,0.6428571429,0.6153846154,0.6666666667,0.5,0.6956521739,0.525,0.4747239672,0.3405079984,1
DI02H07,0.1309691011,0.1818820225,27.8,27.4,67,93,28.2,60.6,NA,75,74,70,13,0.9856115108,244,265,137.9838,0.4838709677,0.3505747126,0.3529411765,0.2941176471,0.3818181818,0.5845070423,NA,0.3571428571,0.3076923077,0.4444444444,0.125,0.6956521739,0.625,0.4747239672,0.3040621343,1
DI02H08,0.101380814,0.1257267442,26.9,27.1,69,92,27.4,58.5,NA,74,72,69,14,1.007434944,244,262,137.9838,0.3387096774,0.3333333333,0.4705882353,0.2352941176,0.3090909091,0.4366197183,NA,0.2857142857,0.1538461538,0.3888888889,0.25,0.6956521739,0.55,0.4747239672,0.3411758219,0
DI02H09,0.09293286219,0.1067137809,27.5,29.7,68,98,30.7,56.4,NA,77,78,74,19,1.08,244,257,84.1399332,0.435483871,0.4827586207,0.4117647059,0.5882352941,0.6090909091,0.2887323944,NA,0.5,0.6153846154,0.6666666667,0.875,0.6956521739,0.425,0.09572124827,0.4645824717,0
DI02H10,0.08554996405,0.1049604601,29,29.1,67,91,26,60.1,NA,78,76,72,14,1.003448276,244,262,105.0084614,0.6774193548,0.4482758621,0.3529411765,0.1764705882,0.1818181818,0.5492957746,NA,0.5714285714,0.4615384615,0.5555555556,0.25,0.6956521739,0.55,0.2426131678,0.3343959554,0
DI03H01,0.1472045294,0.2080679406,28.3,29,69,97,30.1,63.1,NA,80,78,73,14,1.024734982,245,262,114.4689255,0.564516129,0.4425287356,0.4705882353,0.5294117647,0.5545454545,0.7605633803,NA,0.7142857143,0.6153846154,0.6111111111,0.25,0.7391304348,0.55,0.3092046257,0.3705968665,0
DI03H02,0.1091101695,0.1433615819,27,29.2,66,93,28.3,58.3,NA,76,76,72,16,1.081481481,245,265,149.4931186,0.3548387097,0.4540229885,0.2941176471,0.2941176471,0.3909090909,0.4225352113,NA,0.4285714286,0.4615384615,0.5555555556,0.5,0.7391304348,0.625,0.5557371506,0.4671019304,0
DI03H03,0.9473684211,0.09581646424,26.9,28.9,67,91,25.3,58.9,NA,72,72,67,14,1.074349442,245,260,187.0815975,0.3387096774,0.4367816092,0.3529411765,0.1764705882,0.1181818182,0.4647887324,NA,0.1428571429,0.1538461538,0.2777777778,0.25,0.7391304348,0.5,0.8203194798,0.4549729374,1
DI03H04,0.13101983,0.1813031161,27.4,29.9,73,96,31.5,62.2,NA,80,80,77,17,1.091240876,245,260,137.9838,0.4193548387,0.4942528736,0.7058823529,0.4705882353,0.6818181818,0.6971830986,NA,0.7142857143,0.7692307692,0.8333333333,0.625,0.7391304348,0.5,0.4747239672,0.483699095,0
DI03H05,0.4351198872,0.4696755994,28.9,29,64,91,25.6,56.1,NA,74,72,67,15,1.003460208,245,268,161.5504186,0.6612903226,0.4425287356,0.1764705882,0.1764705882,0.1454545455,0.2676056338,NA,0.2857142857,0.1538461538,0.2777777778,0.375,0.7391304348,0.7,0.6406075312,0.334416247,0
DI03H06,0.09446022727,0.1022727273,28,28.7,67,96,28,64.4,NA,78,78,75,14,1.025,245,260,105.0084614,0.5161290323,0.4252873563,0.3529411765,0.4705882353,0.3636363636,0.8521126761,NA,0.5714285714,0.6153846154,0.7222222222,0.25,0.7391304348,0.5,0.2426131678,0.3710475647,1
DI03H07,0.2518142235,0.2757619739,29,29.4,68,97,29.8,58.8,NA,80,79,76,18,1.013793103,245,261,191.8735431,0.6774193548,0.4655172414,0.4117647059,0.5294117647,0.5272727273,0.4577464789,NA,0.7142857143,0.6923076923,0.7777777778,0.75,0.7391304348,0.525,0.8540496063,0.3519887279,0
DI03H08,0.2871500359,0.3933955492,25.8,30.8,65,91,29.1,58.1,NA,72,72,69,14,1.19379845,245,262,161.5504186,0.1612903226,0.5459770115,0.2352941176,0.1764705882,0.4636363636,0.4084507042,NA,0.1428571429,0.1538461538,0.3888888889,0.25,0.7391304348,0.55,0.6406075312,0.6581120606,0
DI03H09,0.2783882784,0.441025641,28.1,28,66,91,27.9,58.5,NA,72,72,67,13,0.9964412811,245,262,114.4689255,0.5322580645,0.3850574713,0.2941176471,0.1764705882,0.3545454545,0.4366197183,NA,0.1428571429,0.1538461538,0.2777777778,0.125,0.7391304348,0.55,0.3092046257,0.3224796172,0
DI03H10,0.2027997128,0.343862168,29.1,30.2,70,95,27.8,60.5,NA,79,76,72,15,1.037800687,245,260,137.9838,0.6935483871,0.5114942529,0.5294117647,0.4117647059,0.3454545455,0.5774647887,NA,0.6428571429,0.4615384615,0.5555555556,0.375,0.7391304348,0.5,0.4747239672,0.3928168573,1
DI03H11,0.1488764045,0.2050561798,27.7,29.9,68,95,28.9,62.2,NA,80,79,72,15,1.079422383,245,270,137.9838,0.4677419355,0.4942528736,0.4117647059,0.4117647059,0.4454545455,0.6971830986,NA,0.7142857143,0.6923076923,0.5555555556,0.375,0.7391304348,0.75,0.4747239672,0.4636001556,0
DI03H12,0.8168767507,0.3172268908,29.3,29.5,72,96,29.9,62.5,NA,77,77,71,16,1.006825939,245,NA,NA,0.7258064516,0.4712643678,0.6470588235,0.4705882353,0.5363636364,0.7183098592,NA,0.5,0.5384615385,0.5,0.5,0.7391304348,NA,NA,0.3401401257,0
DI04H01,0.3882480173,0.5948089402,28.1,29.6,66,92,27.9,56.9,NA,74,73,70,16,1.053380783,246,262,120.5847585,0.5322580645,0.4770114943,0.2941176471,0.2352941176,0.3545454545,0.323943662,NA,0.2857142857,0.2307692308,0.4444444444,0.5,0.7826086957,0.55,0.3522534907,0.4193129082,1
DI04H02,0.1092198582,0.1673758865,27,31.3,69,96,30.8,63.2,NA,78,78,73,14,1.159259259,246,260,137.9838,0.3548387097,0.5747126437,0.4705882353,0.4705882353,0.6181818182,0.7676056338,NA,0.5714285714,0.6153846154,0.6111111111,0.25,0.7826086957,0.5,0.4747239672,0.599373516,1
DI04H03,0.5475177305,0.6964539007,29,30,72,98,28.9,60.8,NA,78,78,74,17,1.034482759,246,261,189.3982671,0.6774193548,0.5,0.6470588235,0.5882352941,0.4454545455,0.5985915493,NA,0.5714285714,0.6153846154,0.6666666667,0.625,0.7826086957,0.525,0.8366263343,0.3871742728,0
DI04H04,0.3073916134,0.2921108742,28.3,29.2,67,92,27.2,59.8,NA,75,75,71,14,1.03180212,246,260,130.8885936,0.564516129,0.4540229885,0.3529411765,0.2352941176,0.2909090909,0.5281690141,NA,0.3571428571,0.3846153846,0.5,0.25,0.7826086957,0.5,0.4247813711,0.3826154861,0
DI04H05,0.7804964539,0.3936170213,29.1,29.4,70,92,27.9,61,NA,76,75,71,14,1.010309278,246,254,193.5552107,0.6935483871,0.4655172414,0.5294117647,0.2352941176,0.3545454545,0.6126760563,NA,0.4285714286,0.3846153846,0.5,0.25,0.7826086957,0.35,0.8658867312,0.3460640141,0
DI04H07,0.08233215548,0.1109540636,26.6,30,69,93,28.8,58.9,NA,77,75,72,16,1.127819549,246,260,105.0084614,0.2903225806,0.5,0.4705882353,0.2941176471,0.4363636364,0.4647887324,NA,0.5,0.3846153846,0.5555555556,0.5,0.7826086957,0.5,0.2426131678,0.5459060544,0
EH25H01,0.2484143763,0.3981677237,28.6,30.8,65,93,27.6,53.3,67,73,72,69,18,1.076923077,236,NA,NA,0.6129032258,0.5459770115,0.2352941176,0.2941176471,0.3272727273,0.07042253521,0.6363636364,0.2142857143,0.1538461538,0.3888888889,0.75,0.347826087,NA,NA,0.4593497496,1
EH25H02,0.4949820789,0.3691756272,28.5,31.2,69,96,30.1,58.7,67,77,77,72,18,1.094736842,236,257,149.4931186,0.5967741935,0.5689655172,0.4705882353,0.4705882353,0.5545454545,0.4507042254,0.6363636364,0.5,0.5384615385,0.5555555556,0.75,0.347826087,0.425,0.5557371506,0.4896444563,0
EH25H03,0.8670120898,0.2625215889,29.5,31.5,70,97,29.9,60.3,68,79,79,75,17,1.06779661,236,NA,NA,0.7580645161,0.5862068966,0.5294117647,0.5294117647,0.5363636364,0.5633802817,0.7272727273,0.6428571429,0.6923076923,0.7222222222,0.625,0.347826087,NA,NA,0.4438289638,1
EH25H04,0.168575519,0.211166786,27,30.6,69,99,32.2,64.4,67,79,78,76,13,1.133333333,236,253,189.3982671,0.3548387097,0.5344827586,0.4705882353,0.6470588235,0.7454545455,0.8521126761,0.6363636364,0.6428571429,0.6153846154,0.7777777778,0.125,0.347826087,0.325,0.8366263343,0.5552829875,1
EH25H05,0.1327845383,0.1438797423,26.8,29.3,71,99,NA,63.3,68,80,80,76,16,1.093283582,236,NA,NA,0.3225806452,0.4597701149,0.5882352941,0.6470588235,NA,0.7746478873,0.7272727273,0.7142857143,0.7692307692,0.7777777778,0.5,0.347826087,NA,NA,0.4871729919,0
EH25H06,0.07967422096,0.1253541076,27.2,29.7,70,95,29.3,62.4,68,79,77,73,14,1.091911765,236,255,117.1075716,0.3870967742,0.4827586207,0.5294117647,0.4117647059,0.4818181818,0.7112676056,0.7272727273,0.6428571429,0.5384615385,0.6111111111,0.25,0.347826087,0.375,0.3277778471,0.4848400317,0
EH25H07,0.1994219653,0.289017341,27.9,NA,71,96,31.8,61.9,66,77,76,74,14,NA,236,244,189.3982671,0.5,NA,0.5882352941,0.4705882353,0.7090909091,0.676056338,0.5454545455,0.5,0.4615384615,0.6666666667,0.25,0.347826087,0.1,0.8366263343,NA,1
EH25H08,0.8900069396,0.1505898681,29.7,32.3,70,92,29.9,55,64,73,73,70,16,1.087542088,236,244,191.8735431,0.7903225806,0.632183908,0.5294117647,0.2352941176,0.5363636364,0.1901408451,0.3636363636,0.2142857143,0.2307692308,0.4444444444,0.5,0.347826087,0.1,0.8540496063,0.4774088072,0
EH25H09,0.0881294964,0.1330935252,27,29.4,70,92,26.3,59.2,67,77,76,72,15,1.088888889,236,249,137.9838,0.3548387097,0.4655172414,0.5294117647,0.2352941176,0.2090909091,0.485915493,0.6363636364,0.5,0.4615384615,0.5555555556,0.375,0.347826087,0.225,0.4747239672,0.4796992243,0
EH25H10,0.7196969697,0.4356060606,28,30.5,71,96,30,60.4,67,77,77,73,15,1.089285714,236,NA,NA,0.5161290323,0.5287356322,0.5882352941,0.4705882353,0.5454545455,0.5704225352,0.6363636364,0.5,0.5384615385,0.6111111111,0.375,0.347826087,NA,NA,0.4803740793,0
EH25H11,0.5644194757,0.6584269663,29.8,30.9,73,98,30.8,62.8,68,80,78,74,15,1.036912752,236,NA,NA,0.8064516129,0.5517241379,0.7058823529,0.5882352941,0.6181818182,0.7394366197,0.7272727273,0.7142857143,0.6153846154,0.6666666667,0.375,0.347826087,NA,NA,0.3913068033,0
EH25H12,0.112056213,0.1235207101,28.4,30.1,72,96,30.5,60.3,67,79,78,74,16,1.059859155,236,257,105.0084614,0.5806451613,0.5057471264,0.6470588235,0.4705882353,0.5909090909,0.5633802817,0.6363636364,0.6428571429,0.6153846154,0.6666666667,0.5,0.347826087,0.425,0.2426131678,0.4303302522,1
EH25H13,0.12275018,0.1936645068,27.4,31,71,NA,NA,NA,NA,79,NA,NA,14,1.131386861,236,248,84.1399332,0.4193548387,0.5574712644,0.5882352941,NA,NA,NA,NA,0.6428571429,NA,NA,0.25,0.347826087,0.2,0.09572124827,0.5519727497,1
EH25H14,0.3142235123,0.4412191582,29.3,29.7,69,96,29.2,58.2,68,78,76,74,17,1.013651877,236,253,124.6896071,0.7258064516,0.4827586207,0.4705882353,0.4705882353,0.4727272727,0.4154929577,0.7272727273,0.5714285714,0.4615384615,0.6666666667,0.625,0.347826087,0.325,0.3811471954,0.3517485535,1
EH25H15,0.5407876231,0.5260196906,29.2,27.3,69,96,30.1,59.9,67,77,76,72,15,0.9349315068,236,252,179.856459,0.7096774194,0.3448275862,0.4705882353,0.4705882353,0.5545454545,0.5352112676,0.6363636364,0.5,0.4615384615,0.5555555556,0.375,0.347826087,0.3,0.7694623018,0.2178739624,0
EH25H16,0.1097472924,0.1689530686,30.3,31.6,72,96,30.4,60.7,67,76,76,72,12,1.04290429,236,257,179.856459,0.8870967742,0.591954023,0.6470588235,0.4705882353,0.5818181818,0.5915492958,0.6363636364,0.4285714286,0.4615384615,0.5555555556,0,0.347826087,0.425,0.7694623018,0.4014962218,0
EH25H17,0.4910931174,0.7295546559,28.8,28.8,70,97,31.5,60.1,69,80,78,75,17,1,236,250,176.960023,0.6451612903,0.4310344828,0.5294117647,0.5294117647,0.6818181818,0.5492957746,0.8181818182,0.7142857143,0.6153846154,0.7222222222,0.625,0.347826087,0.25,0.7490745178,0.3285316979,0
EH25H18,0.5447308567,0.6967399545,29.6,32.7,72,96,30.8,59.2,66,78,78,74,17,1.10472973,236,252,188.3528213,0.7741935484,0.6551724138,0.6470588235,0.4705882353,0.6181818182,0.485915493,0.5454545455,0.5714285714,0.6153846154,0.6666666667,0.625,0.347826087,0.3,0.8292675239,0.5066387075,0
EH25H19,0.2153954802,0.3262711864,29,30.7,68,97,30,60.1,67,78,77,74,16,1.05862069,236,259,84.1399332,0.6774193548,0.5402298851,0.4117647059,0.5294117647,0.5454545455,0.5492957746,0.6363636364,0.5714285714,0.5384615385,0.6666666667,0.5,0.347826087,0.475,0.09572124827,0.4282240752,0
EH25H20,0.1351640514,0.167617689,30.1,31.4,70,97,29.7,59,69,78,76,72,16,1.043189369,236,257,124.6896071,0.8548387097,0.5804597701,0.5294117647,0.5294117647,0.5181818182,0.4718309859,0.8181818182,0.5714285714,0.4615384615,0.5555555556,0.5,0.347826087,0.425,0.3811471954,0.4019810359,0
EH25H21,0.7876969242,0.3570892723,30.3,30.4,74,100,29.4,63.2,71,81,81,75,16,1.00330033,236,256,170.4841182,0.8870967742,0.5229885057,0.7647058824,0.7058823529,0.4909090909,0.7676056338,1,0.7857142857,0.8461538462,0.7222222222,0.5,0.347826087,0.4,0.7034911364,0.3341443536,0
EH25H22,0.08154506438,0.1144492132,27.7,33.8,68,93,28.2,60,65,77,77,71,15,1.220216606,236,NA,NA,0.4677419355,0.7183908046,0.4117647059,0.2941176471,0.3818181818,0.5422535211,0.4545454545,0.5,0.5384615385,0.5,0.375,0.347826087,NA,NA,0.7030396942,1
EH26H15,0.1383357041,0.2098150782,NA,33.2,71,97,30.3,60.3,66,78,76,72,15,NA,237,253,179.856459,NA,0.683908046,0.5882352941,0.5294117647,0.5727272727,0.5633802817,0.5454545455,0.5714285714,0.4615384615,0.5555555556,0.375,0.3913043478,0.325,0.7694623018,NA,0
EH26H16,0.08309248555,0.1213872832,28.3,31.3,69,96,30.4,58.8,66,78,77,72,16,1.106007067,237,251,124.6896071,0.564516129,0.5747126437,0.4705882353,0.4705882353,0.5818181818,0.4577464789,0.5454545455,0.5714285714,0.5384615385,0.5555555556,0.5,0.3913043478,0.275,0.3811471954,0.5088109917,0
EH27H19,0.1164095372,0.1472650771,28.8,32,64,95,27.9,60.6,66,76,75,71,14,1.111111111,238,262,105.0084614,0.6451612903,0.6149425287,0.1764705882,0.4117647059,0.3545454545,0.5845070423,0.5454545455,0.4285714286,0.3846153846,0.5,0.25,0.4347826087,0.55,0.2426131678,0.5174911059,0
EH28H01,0.1863507779,0.1987270156,29.5,31.8,70,100,32.3,59.7,68,79,79,74,17,1.077966102,239,266,105.0084614,0.7580645161,0.6034482759,0.5294117647,0.7058823529,0.7545454545,0.5211267606,0.7272727273,0.6428571429,0.6923076923,0.6666666667,0.625,0.4782608696,0.65,0.2426131678,0.4611235537,0
EH28H02,0.1885714286,0.2828571429,25.9,27.8,69,94,26.4,61,66,77,76,71,14,1.073359073,239,NA,NA,0.1774193548,0.3735632184,0.4705882353,0.3529411765,0.2181818182,0.6126760563,0.5454545455,0.5,0.4615384615,0.5,0.25,0.4782608696,NA,NA,0.4532886816,0
EH28H03,0.123659757,0.1501072194,27.9,31.6,65,92,28.7,60.4,65,76,76,71,14,1.132616487,239,255,105.0084614,0.5,0.591954023,0.2352941176,0.2352941176,0.4272727273,0.5704225352,0.4545454545,0.4285714286,0.4615384615,0.5,0.25,0.4782608696,0.375,0.2426131678,0.5540638945,1
EH28H04,0.2550359712,0.4007194245,30.5,31.9,69,94,30.6,60.1,66,77,77,73,16,1.045901639,239,257,84.1399332,0.9193548387,0.6091954023,0.4705882353,0.3529411765,0.6,0.5492957746,0.5454545455,0.5,0.5384615385,0.6111111111,0.5,0.4782608696,0.425,0.09572124827,0.4065936173,0
EH28H06,0.3010526316,0.4070175439,27.6,28.8,68,91,28.7,57,63,74,72,69,15,1.043478261,239,NA,NA,0.4516129032,0.4310344828,0.4117647059,0.1764705882,0.4272727273,0.3309859155,0.2727272727,0.2857142857,0.1538461538,0.3888888889,0.375,0.4782608696,NA,NA,0.4024723358,0
EH28H07,0.1397006415,0.1910192445,26.9,30.7,68,98,30.6,62.7,68,79,78,73,14,1.141263941,239,NA,NA,0.3387096774,0.5402298851,0.4117647059,0.5882352941,0.6,0.7323943662,0.7272727273,0.6428571429,0.6153846154,0.6111111111,0.25,0.4782608696,NA,NA,0.568770053,0
EH28H08,0.1740528949,0.2037169407,28.8,32.1,71,100,31.4,63.8,70,82,80,77,15,1.114583333,239,257,70.54108052,0.6451612903,0.6206896552,0.5882352941,0.7058823529,0.6727272727,0.8098591549,0.9090909091,0.8571428571,0.7692307692,0.8333333333,0.375,0.4782608696,0.425,0,0.5233960874,0
EH28H09,0.1047585227,0.1356534091,28.4,31.2,71,96,32.9,61.5,65,77,77,72,15,1.098591549,239,259,113.3367831,0.5806451613,0.5689655172,0.5882352941,0.4705882353,0.8090909091,0.6478873239,0.4545454545,0.5,0.5384615385,0.5555555556,0.375,0.4782608696,0.475,0.3012355652,0.496199905,0
EH28H10,0.3231114435,0.50710546,27.5,29.7,71,99,31.2,63.1,68,78,78,73,15,1.08,239,257,137.9838,0.435483871,0.4827586207,0.5882352941,0.6470588235,0.6545454545,0.7605633803,0.7272727273,0.5714285714,0.6153846154,0.6111111111,0.375,0.4782608696,0.425,0.4747239672,0.4645824717,0
EH28H11,0.3373715125,0.4882525698,28,35.3,68,94,28.8,58.7,65,75,76,72,15,1.260714286,239,250,137.9838,0.5161290323,0.8045977011,0.4117647059,0.3529411765,0.4363636364,0.4507042254,0.4545454545,0.3571428571,0.4615384615,0.5555555556,0.375,0.4782608696,0.25,0.4747239672,0.7719114516,1
EH28H12,0.06281588448,0.09819494585,27.1,30.7,68,96,29.9,60.8,67,77,77,73,15,1.132841328,239,257,113.3367831,0.3709677419,0.5402298851,0.4117647059,0.4705882353,0.5363636364,0.5985915493,0.6363636364,0.5,0.5384615385,0.6111111111,0.375,0.4782608696,0.425,0.3012355652,0.5544462668,1
EH28H13,0.1491166078,0.2204946996,29.5,30.8,70,99,31,61.3,69,80,80,76,16,1.044067797,239,NA,NA,0.7580645161,0.5459770115,0.5294117647,0.6470588235,0.6363636364,0.6338028169,0.8181818182,0.7142857143,0.7692307692,0.7777777778,0.5,0.4782608696,NA,NA,0.4034749207,0
EH28H14,0.1172581768,0.1510090466,28.3,28.8,66,94,30.7,56.1,65,74,73,72,17,1.017667845,239,257,76.75789545,0.564516129,0.4310344828,0.2941176471,0.3529411765,0.6090909091,0.2676056338,0.4545454545,0.2857142857,0.2307692308,0.5555555556,0.625,0.4782608696,0.425,0.04375966855,0.3585782469,1
EH28H16,0.06694560669,0.1032078103,28.1,31.4,69,96,30,60.4,66,79,79,74,17,1.117437722,239,NA,NA,0.5322580645,0.5804597701,0.4705882353,0.4705882353,0.5454545455,0.5704225352,0.5454545455,0.6428571429,0.6923076923,0.6666666667,0.625,0.4782608696,NA,NA,0.5282503604,0
EH28H17,0.2627840909,0.3579545455,28,29.4,70,95,30,63.5,66,76,76,72,12,1.05,239,NA,NA,0.5161290323,0.4655172414,0.5294117647,0.4117647059,0.5454545455,0.7887323944,0.5454545455,0.4285714286,0.4615384615,0.5555555556,0,0.4782608696,NA,NA,0.4135634315,0
EH28H19,0.5941438102,0.7079318013,30.9,33,71,95,29.4,60.9,67,78,77,73,15,1.067961165,239,262,191.8735431,0.9838709677,0.6724137931,0.5882352941,0.4117647059,0.4909090909,0.6056338028,0.6363636364,0.5714285714,0.5384615385,0.6111111111,0.375,0.4782608696,0.55,0.8540496063,0.4441088115,0
EH28H20,0.265918958,0.4088277858,30.8,30.5,72,99,30.6,62.3,70,82,81,76,17,0.9902597403,239,256,95.9694439,0.9677419355,0.5287356322,0.6470588235,0.6470588235,0.6,0.7042253521,0.9090909091,0.8571428571,0.8461538462,0.7777777778,0.625,0.4782608696,0.4,0.1789882383,0.3119670745,0
EH28H21,0.6978442281,0.2315716273,29,30.7,71,92,28.9,58.2,65,76,75,70,15,1.05862069,239,259,193.5552107,0.6774193548,0.5402298851,0.5882352941,0.2352941176,0.4454545455,0.4154929577,0.4545454545,0.4285714286,0.3846153846,0.4444444444,0.375,0.4782608696,0.475,0.8658867312,0.4282240752,0
EH28H22,0.8598615917,0.2235294118,27.4,29.4,69,90,27.6,58.8,66,74,73,66,14,1.072992701,239,258,212.6083114,0.4193548387,0.4655172414,0.4705882353,0.1176470588,0.3272727273,0.4577464789,0.5454545455,0.2857142857,0.2307692308,0.2222222222,0.25,0.4782608696,0.45,1,0.4526656156,0
EH28H23,0.2240282686,0.3335689046,26.3,25,62,88,27.9,56.4,61,72,72,67,14,0.9505703422,239,NA,NA,0.2419354839,0.2126436782,0.05882352941,0,0.3545454545,0.2887323944,0.09090909091,0.1428571429,0.1538461538,0.2777777778,0.25,0.4782608696,NA,NA,0.2444699081,0
EH28H24,0.5084626234,0.5782792666,28.9,33.1,76,100,30.9,62.4,70,82,81,76,17,1.14532872,239,NA,NA,0.6612903226,0.6781609195,0.8823529412,0.7058823529,0.6272727273,0.7112676056,0.9090909091,0.8571428571,0.8461538462,0.7777777778,0.625,0.4782608696,NA,NA,0.5756827575,0
EH28H25,0.5091549296,0.4098591549,28,27.6,66,90,26.2,58.8,65,76,73,69,12,0.9857142857,239,251,193.5552107,0.5161290323,0.3620689655,0.2941176471,0.1176470588,0.2,0.4577464789,0.4545454545,0.4285714286,0.2307692308,0.3888888889,0,0.4782608696,0.275,0.8658867312,0.3042369169,0
EH28H26,0.1674911661,0.251590106,28.9,30.6,68,95,27.3,60.5,68,77,76,72,14,1.058823529,239,256,113.3367831,0.6612903226,0.5344827586,0.4117647059,0.4117647059,0.3,0.5774647887,0.7272727273,0.5,0.4615384615,0.5555555556,0.25,0.4782608696,0.4,0.3012355652,0.4285690315,0
EH28H27,0.1533333333,0.2378947368,26.1,28,70,91,27.8,57.3,63,75,74,73,16,1.072796935,239,NA,NA,0.2096774194,0.3850574713,0.5294117647,0.1764705882,0.3454545455,0.3521126761,0.2727272727,0.3571428571,0.3076923077,0.6111111111,0.5,0.4782608696,NA,NA,0.4523326893,1
EH28H28,0.3656609195,0.5459770115,25,27.8,65,90,26.1,56,64,76,74,67,16,1.112,239,257,113.3367831,0.03225806452,0.3735632184,0.2352941176,0.1176470588,0.1909090909,0.2605633803,0.3636363636,0.4285714286,0.3076923077,0.2777777778,0.5,0.4782608696,0.425,0.3012355652,0.5190027811,0
EH28H29,0.256401138,0.3392603129,27.9,34.4,68,98,31.9,60.2,66,78,77,74,16,1.23297491,239,257,149.4931186,0.5,0.7528735632,0.4117647059,0.5882352941,0.7181818182,0.5563380282,0.5454545455,0.5714285714,0.5384615385,0.6666666667,0.5,0.4782608696,0.425,0.5557371506,0.7247369082,0
EH28H30,0.2076086957,0.1992753623,28.9,31.9,71,98,30.9,58.5,68,78,78,71,17,1.103806228,239,262,137.9838,0.6612903226,0.6091954023,0.5882352941,0.5882352941,0.6272727273,0.4366197183,0.7272727273,0.5714285714,0.6153846154,0.5,0.625,0.4782608696,0.55,0.4747239672,0.505068169,0
