reference,sex_binary,range_norm_tarsus.length,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
AH17K18,1,0.6290322581,0.5882352941,0.6470588235,0.5090909091,NA,NA,0,NA,NA,0.8499806565,0
AH18K02,1,0.5967741935,0.4705882353,0.7058823529,0.7909090909,NA,NA,0.04347826087,0.25,0.4247813711,0.6746257714,0
AH22K02,1,0.4193548387,0.2941176471,0.4117647059,0.5545454545,NA,NA,0.2173913043,0.5,0.7317035141,0.3471517856,0
AH22K04,1,0.5161290323,0.4117647059,0.6470588235,0.6090909091,NA,NA,0.2173913043,NA,NA,0.5714795082,0
AH22K09,1,0.8064516129,0.3529411765,0.4705882353,0.5181818182,NA,NA,0.2173913043,0.55,0.8366263343,0.2942907314,0
AH22K11,1,0.564516129,NA,0.4705882353,0.6454545455,NA,NA,0.2173913043,NA,NA,0.3946341057,0
AH22K13,1,0.3225806452,0.5294117647,0.6470588235,0.6,NA,NA,0.2173913043,0.3,0.7317035141,0.4490990814,0
AH22K14,1,0.3709677419,0.5882352941,0.5882352941,0.5181818182,NA,NA,0.2173913043,NA,NA,0.5230692434,0
AH22K15,0,0.564516129,0.3529411765,0.4117647059,0.4,NA,NA,0.2173913043,NA,NA,0.3946341057,0
AH24H02,1,0.435483871,0.4705882353,0,0.07272727273,NA,NA,0.3043478261,0,0.4747239672,0.3841888326,0
AH24H03,1,0.435483871,0.2941176471,0.4117647059,0.3818181818,NA,NA,0.3043478261,NA,NA,0.4336618413,0
AH24H04,1,0.6129032258,0.5294117647,0.4705882353,0.6454545455,NA,NA,0.3043478261,0.3,0.4747239672,0.2393375718,0
AH24H05,1,0.6935483871,0.3529411765,0.2941176471,0.6181818182,NA,NA,0.3043478261,0.15,0.4747239672,0.3577522249,0
AH25H01,1,0.6290322581,0.2941176471,0.4705882353,0.5545454545,NA,NA,0.347826087,NA,NA,0.3700105924,0
AH25H02,1,0.8225806452,0.4705882353,0.5294117647,0.6454545455,NA,NA,0.347826087,0.6,0.2426131678,0.3854091117,0
AH25H03,0,0.1935483871,0.2352941176,0.05882352941,0.2454545455,NA,NA,0.347826087,NA,NA,0.3873998212,0
AH26H01,1,0.1612903226,0.3529411765,0.4117647059,0.8272727273,NA,NA,0.3913043478,NA,NA,0.5394631301,0
AH26H02,1,0.2741935484,0.4117647059,0.6470588235,0.6545454545,NA,NA,0.3913043478,0.55,0.4747239672,0.4953864204,0
AH26H03,1,NA,0.2941176471,0.2352941176,0.3090909091,NA,NA,0.3913043478,NA,NA,NA,0
AH26H04,0,0.3548387097,0.2941176471,0.2352941176,0.7454545455,NA,NA,0.3913043478,0.325,0.2426131678,NA,0
AH26H05,1,0.435483871,0.4117647059,0.7058823529,0.3818181818,NA,NA,0.3913043478,NA,NA,0.5202396064,0
AH26H06,1,0.6935483871,0.4117647059,0.3529411765,0.4363636364,NA,NA,0.3913043478,NA,NA,0.2642465385,0
AH26H07,1,0.435483871,0.2352941176,0.2352941176,0.4090909091,NA,NA,0.3913043478,NA,NA,NA,0
AH26H08,1,0.3225806452,0.3529411765,0.3529411765,0.4454545455,NA,NA,0.3913043478,0.4,0.5557371506,0.4744816884,0
AH26H09,1,0.5967741935,0.4117647059,0.2941176471,0.2363636364,NA,NA,0.3913043478,0.2,0.7317035141,0.3165974195,0
AH26H10,0,0.2903225806,0.2941176471,0.2352941176,0.3181818182,NA,NA,0.3913043478,0.375,0.4747239672,0.4883657836,1
AH26H11,1,0.1129032258,0.6470588235,0.4705882353,0.2545454545,NA,NA,0.3913043478,0.475,0.2426131678,0.4885914317,0
AH26H12,0,0.5967741935,0.7058823529,0.2941176471,0.4454545455,NA,NA,0.3913043478,NA,NA,0.3762688115,0
AH26H13,1,0.08064516129,0.3529411765,0.5882352941,0.4,NA,NA,0.3913043478,NA,NA,0.5974067448,0
AH31H01,1,0.3225806452,0.2941176471,0.2941176471,0.5272727273,NA,NA,0.6086956522,0.55,0.8292675239,0.5696664648,0
AH31H02,0,0.4677419355,0.2352941176,0.2352941176,0.3818181818,NA,NA,0.6086956522,0.375,0.1789882383,0.4697396309,0
AH31H03,0,0.3709677419,0.5294117647,0.2941176471,0.3,NA,NA,0.6086956522,NA,NA,0.5293446481,0
AH31H04,1,0.3548387097,0.2941176471,0.4117647059,0.5272727273,NA,NA,0.6086956522,0.7,0.7317035141,0.4734005774,0
AI01H01,1,0.3064516129,0.4705882353,0.4117647059,0.4181818182,NA,NA,0.652173913,NA,NA,0.3794870439,0
AI01H02,1,0.3548387097,0.5882352941,0.5294117647,0.3909090909,NA,NA,0.652173913,NA,NA,NA,0
AI01H03,0,0.5322580645,0.3529411765,0.1176470588,0.3181818182,NA,NA,0.652173913,0.325,0.8366263343,0.4132608275,0
AI01H04,1,0.5483870968,0.4705882353,0.4705882353,0.5090909091,NA,NA,0.652173913,NA,NA,0.4672359442,0
AI01H05,1,0.9193548387,0.5294117647,0.7647058824,0,NA,NA,0.652173913,0.55,0.4747239672,0.2839248869,0
AI01H06,1,0.4516129032,0.4705882353,0.5882352941,0.6181818182,NA,NA,0.652173913,0.6,0.8212251965,0.4640895341,0
AI01H07,1,0.5161290323,0.7058823529,0.6470588235,0.8454545455,NA,NA,0.652173913,0.7,0.7317035141,0.5714795082,0
AI01H08,1,0.4677419355,0.2941176471,0.4705882353,0.5272727273,NA,NA,0.652173913,NA,NA,0.6416449407,0
AI01H09,1,0.1612903226,0.3529411765,0.4117647059,0.2636363636,NA,NA,0.652173913,NA,NA,0.4801386648,0
AI01H10,1,0.3709677419,0.4117647059,0.7058823529,0.8363636364,NA,NA,0.652173913,0.525,0.1789882383,0.3724595308,0
AI01H11,1,0.4516129032,0.5882352941,0.4117647059,0.1636363636,NA,NA,0.652173913,NA,NA,0.3655020169,0
AI01H12,1,0.09677419355,0.6470588235,0.4117647059,0.5,NA,NA,0.652173913,0.475,0.1789882383,0.4557445277,0
AI01H13,1,0.3709677419,0.4117647059,0.2941176471,0.4,NA,NA,0.652173913,NA,NA,0.3787349355,0
AI01H14,0,0.08064516129,0.2352941176,0.2941176471,0.4363636364,NA,NA,0.652173913,NA,NA,0.6511817542,1
AI01H15,0,0.2903225806,0.2941176471,0.1176470588,0.3181818182,NA,NA,0.652173913,0.375,0.4247813711,0.718526867,1
AI01H16,1,0.5161290323,0.4705882353,0.4705882353,0.5909090909,NA,NA,0.652173913,0.475,0.4247813711,0.3589001742,0
AI01H17,0,0.2258064516,0.1764705882,0.2352941176,0.6363636364,NA,NA,0.652173913,NA,NA,0.33502267,0
AI02H01,1,0.7903225806,0.7058823529,0.7058823529,0.7363636364,NA,NA,0.6956521739,NA,NA,0.4602306792,0
AI02H03,1,0.5967741935,0.2941176471,0.5882352941,0.6727272727,NA,NA,0.6956521739,0.6,0.4247813711,0.4299730643,0
AI02H04,1,0.3870967742,0.2941176471,0.5294117647,0.6727272727,NA,NA,0.6956521739,NA,NA,0.4098120315,0
AI02H05,0,0.1451612903,0.2941176471,0.1176470588,0.3727272727,NA,NA,0.6956521739,0.55,0.4747239672,0.5071975973,0
AI02H06,1,0.8225806452,0.5294117647,0.5294117647,0.3818181818,NA,NA,0.6956521739,NA,NA,0.3342194393,0
AI02H07,0,0.3387096774,0.5294117647,0.4705882353,0.5545454545,NA,NA,0.6956521739,NA,NA,0.5371597431,0
AI02H08,0,NA,0.7058823529,0.2941176471,0.2636363636,NA,NA,0.6956521739,0.55,0.8292675239,NA,1
AI02H10,1,0.3064516129,0.4705882353,0.6470588235,0.8090909091,NA,NA,0.6956521739,NA,NA,NA,0
BH28H01,1,0.4516129032,NA,0.2941176471,0.4363636364,0.4014084507,0.375,0.5217391304,NA,NA,0.4332809349,0
BH28H02,1,0.4032258065,0.3529411765,0.4705882353,0.5363636364,0.6549295775,0.25,0.5217391304,NA,NA,0.4406614565,0
BH28H03,1,0.564516129,0.2352941176,0.1176470588,0.3454545455,0.1901408451,0.25,0.5217391304,0.55,0.7317035141,0.4787644428,0
BH28H04,1,0.7096774194,0.5882352941,0.7647058824,0.8090909091,0.8309859155,0.25,0.5217391304,0.45,0.1789882383,0.8818203753,0
BH28H05,1,0.3225806452,0.4117647059,0.4705882353,0.4636363636,0.6830985915,0.375,0.5217391304,0.375,0.5557371506,0.4364077778,1
BH28H06,1,0.4677419355,0.4117647059,0.1764705882,0.3545454545,0.4647887324,0.25,0.5217391304,0.4,0.09572124827,0.3162527472,0
BH28H07,0,NA,NA,NA,NA,NA,NA,0.5217391304,NA,NA,NA,0
BH28H08,1,0.6774193548,0.3529411765,0.2941176471,0.2545454545,0.4084507042,0.375,0.5217391304,0.625,0.4747239672,0.3930385303,0
BH30H07,1,0.6451612903,0.5294117647,0.4117647059,0.6818181818,0.514084507,0.375,0.6086956522,0.35,0.4747239672,0.4230114019,0
BH31H01,1,0.4677419355,0.4705882353,0.7058823529,0.8272727273,0.6056338028,0.5,0.652173913,0.5,0.4247813711,0.4513212049,0
BH31H02,1,0.7580645161,0.5294117647,0.4705882353,0.6,0.3802816901,0.5,0.652173913,NA,NA,0.3515911511,0
BH31H03,0,0.5806451613,0.5882352941,0.2352941176,0.3818181818,0.1478873239,0.5,0.652173913,0.35,0.8366263343,0.4363184025,1
BH31H04,1,0.5806451613,0.6470588235,0.3529411765,0.4636363636,0.4788732394,0.375,0.652173913,0.475,0.8540496063,0.3524842989,0
BH31H05,1,0.5,0.4117647059,0.5294117647,0.5454545455,0.5352112676,0.375,0.652173913,0.275,0.8366263343,0.5479684297,0
BH31H06,0,0.4032258065,0.5294117647,0.4705882353,0.4090909091,0.4647887324,0.25,0.652173913,NA,NA,0.4593497496,0
BH31H07,1,0.4032258065,0.6470588235,0.5882352941,0.5272727273,0.5070422535,0.375,0.652173913,0.525,0.1789882383,0.5091851978,1
BH31H08,1,0.7903225806,0.7058823529,0.4705882353,0.6181818182,0.5563380282,0.375,0.652173913,0.75,0.09572124827,0.4487785939,0
BH31H09,1,0.7419354839,0.3529411765,0.5294117647,0.7,0.6690140845,0.25,0.652173913,NA,NA,0.3516695846,0
BH31H10,0,0.4032258065,0.4117647059,0.5294117647,0.6272727273,0.5422535211,0.5,0.652173913,NA,NA,0.5527912151,0
BH31H11,1,0.1935483871,0.4117647059,0.4117647059,0.3454545455,0.4225352113,0.375,0.652173913,NA,NA,0.6751995348,0
BH31H12,1,1,0.7647058824,0.7058823529,0.4272727273,0.8802816901,0.5,0.652173913,0.525,0.3522534907,0.5315106749,0
BH31H13,1,0.4032258065,0.6470588235,0.5294117647,0.5272727273,0.3169014085,0.75,0.652173913,NA,NA,0.4967263358,0
BI01H01,1,0.7580645161,0.5294117647,0.5294117647,0.6727272727,0.4366197183,0.25,0.6956521739,0.775,0.7317035141,0.3458262878,1
BI01H02,1,0.6774193548,0.4705882353,0.4705882353,0.6727272727,0.3873239437,0.75,0.6956521739,0.55,0.7317035141,0.3695815003,1
BI01H03,1,0.7258064516,0.5294117647,0.5882352941,0.4090909091,0.7042253521,0.375,0.6956521739,0.5,0.8292675239,0.4097906925,1
BI01H04,1,0.5161290323,1,0.4705882353,0.5454545455,0.4295774648,0.5,0.6956521739,0.625,0.2426131678,0.4925214698,0
BI01H05,1,0.5967741935,0.7058823529,0.7647058824,0.8545454545,0.7957746479,0.5,0.6956521739,NA,NA,0.4419073427,0
BI01H06,1,0.7096774194,0.7647058824,0.7058823529,0.8,0.2605633803,1,0.6956521739,0.675,0.5557371506,0.5323748949,0
BI01H07,1,0.4838709677,0.6470588235,0.7058823529,0.6818181818,0.6056338028,0.5,0.6956521739,0.5,0.4247813711,0.4753490796,0
BI01H08,1,0.6774193548,0.4117647059,0.5294117647,0.6363636364,0.4295774648,0.375,0.6956521739,0.525,0.4747239672,0.4634096202,0
BI01H09,1,0.6290322581,0.3529411765,0.3529411765,0.4181818182,0.4295774648,0.25,0.6956521739,NA,NA,0.4470428249,0
BI01H10,0,0.3709677419,0.4705882353,0.3529411765,0.4818181818,0.3309859155,0.5,0.6956521739,0.625,0.7317035141,0.4603151965,0
BI01H11,1,0.435483871,0.5294117647,0.4705882353,0.4636363636,0.4225352113,0.5,0.6956521739,NA,NA,0.5820808671,0
BI01H12,1,0.7580645161,0.6470588235,0.7647058824,0.5272727273,0.5704225352,0.5,0.6956521739,0.35,0.2426131678,0.6801883588,1
BI01H13,1,0.6935483871,0.5294117647,0.6470588235,0.6454545455,0.4295774648,0.5,0.6956521739,0.6,0.4747239672,0.5856723356,0
BI01H14,1,0.5161290323,0.2941176471,0.4705882353,0.6545454545,0.4366197183,0.5,0.6956521739,0.525,0.4747239672,0.6018479844,0
BI02H01,1,0.5,0.5294117647,0.5294117647,0.4636363636,0.5281690141,0.375,0.7391304348,0.4,0.1789882383,0.8771235275,1
BI02H02,1,0.3064516129,0.1764705882,0.4117647059,0.4818181818,0.5422535211,0.25,0.7391304348,0.375,0.6406075312,0.4495506446,0
BI02H03,1,0.6129032258,0.5294117647,0.5294117647,0.4636363636,0.4436619718,0.625,0.7391304348,0.275,0.4747239672,0.5128662253,0
BI02H04,0,0.4193548387,0.2941176471,0.2941176471,0.5454545455,0.3309859155,0.25,0.7391304348,0.625,0.4747239672,0.4774923991,0
BI02H05,1,0.8064516129,0.5882352941,0.5882352941,0.4090909091,0.6478873239,0.375,0.7391304348,0.6,0.04375966855,0.419840942,0
BI02H06,0,0.4677419355,0.2352941176,0.3529411765,0.4545454545,0.5,0.125,0.7391304348,0.65,0.7694623018,0.6232265147,0
BI02H07,1,0.7096774194,0.5882352941,0.8235294118,1,0.7042253521,0.75,0.7391304348,NA,NA,0.3110594239,0
BI02H08,1,0.6612903226,0.5294117647,0.5294117647,0.6272727273,0.4718309859,0.125,0.7391304348,0.4,0.2426131678,0.4638763258,0
BI02H09,0,0.5483870968,0.5294117647,0.4705882353,0.5454545455,0.5211267606,0.375,0.7391304348,0.625,0.4747239672,0.3828072726,0
BI02H10,0,0.4838709677,0.2941176471,0.2941176471,0.5363636364,0.4295774648,0.375,0.7391304348,0.8,0.4747239672,0.6160490705,1
BI02H11,1,0.6774193548,0.5294117647,0.4705882353,0.5,0.4507042254,0.5,0.7391304348,0.75,0.1789882383,0.5396449675,0
BI02H12,1,0.04838709677,0.5882352941,0.4705882353,0.3090909091,0.7112676056,0.25,0.7391304348,0.375,0.4747239672,0.8434649053,1
BI03H01,1,0.2903225806,0.5294117647,0.4705882353,0.7,0.5,0.5,0.7826086957,0.8,0.4747239672,0.5586927813,0
BI03H02,0,0.3548387097,0.4117647059,0.3529411765,0.6272727273,0.5704225352,0.25,0.7826086957,0.525,0.3522534907,0.4734005774,0
BI03H03,1,0.6774193548,0.5294117647,0.3529411765,0.6909090909,0.3873239437,0.125,0.7826086957,0.525,0.4747239672,0.5103236801,0
BI03H04,1,0.5967741935,0.6470588235,0.5882352941,0.4545454545,0.5352112676,0.625,0.7826086957,0.6,0.1789882383,0.4956115955,0
BI03H05,1,0.5967741935,0.4117647059,0.2941176471,0.5636363636,0.3802816901,0.375,0.7826086957,NA,NA,0.5135130131,0
BI03H06,1,0.8548387097,0.5882352941,0.4705882353,0.3181818182,0.6338028169,0.625,0.7826086957,0.825,0.3811639234,0.6449288461,0
BI03H07,1,0.7580645161,0.5294117647,0.6470588235,0.7272727273,0.6549295775,0.5,0.7826086957,NA,NA,0.4899478701,0
BI03H08,1,0.3387096774,0.3529411765,0.4705882353,0.6272727273,0.6126760563,0.375,0.7826086957,1,0.7694623018,0.6003803629,0
BI04H01,1,0.7419354839,0.5294117647,0.8235294118,0.8545454545,0.5070422535,1,0.8260869565,0.35,0.4747239672,0.5714795082,1
BI04H02,0,0.2903225806,0.2941176471,0.2352941176,0.4363636364,0.4084507042,0.25,0.8260869565,NA,NA,0.5011525105,0
BI04H03,1,0.6451612903,0.4117647059,0.4705882353,0.6545454545,0.5915492958,0.25,0.8260869565,0.55,0.3522534907,0.6355907359,0
BI04H04,1,0.9032258065,0.5294117647,0.6470588235,0.6181818182,0.7957746479,0.25,0.8260869565,NA,NA,0.2278362239,0
BI04H05,1,0.6774193548,0.3529411765,0.4117647059,0.5818181818,0.4295774648,0.375,0.8260869565,0.6,0.4747239672,0.6510658598,1
BI04H06,1,0.8387096774,0.6470588235,1,0.6272727273,0.5633802817,0.625,0.8260869565,0.8,0.7317035141,0.5722893342,0
BI04H07,1,0.1451612903,0.5882352941,0.5882352941,0.4454545455,0.6126760563,0.5,0.8260869565,0.5,0.5557371506,0.5204321083,0
BI04H08,1,0.7258064516,0.5294117647,0.4117647059,0.6181818182,0.4577464789,0.5,0.8260869565,0.8,0.4747239672,0.3343359118,0
BI04H09,1,0.5967741935,0.2941176471,0.4705882353,0.6363636364,0.4718309859,0.375,0.8260869565,NA,NA,0.4717430387,0
BI04H11,1,0.5161290323,0.2941176471,0.4117647059,0.4545454545,0.4929577465,0.5,0.8260869565,0.85,0.4747239672,0.4560792983,0
BI04H12,0,0.3548387097,0.4705882353,0.5882352941,0.7181818182,0.7183098592,0.375,0.8260869565,0.775,0.04375966855,0.4419073427,0
BI04H13,1,0.8387096774,0.6470588235,0.4705882353,0.5363636364,0.6549295775,0.75,0.8260869565,0.35,0.8366263343,0.424900996,0
BI04H14,1,0.4516129032,0.2941176471,0.6470588235,0.6363636364,0.7042253521,0.375,0.8260869565,0.625,0.2426131678,0.4764129737,0
BI05H01,1,0.4516129032,0.9411764706,0.4705882353,0.6545454545,0.4929577465,0.5,0.8695652174,0.525,0.4747239672,0.6982348874,0
BI05H02,0,0.6129032258,0.3529411765,0.2941176471,0.5636363636,0.3169014085,0.375,0.8695652174,0.5,0.7317035141,0.5366513256,0
BI05H03,1,0.4193548387,0.4117647059,0.7058823529,0.6454545455,0.5422535211,0.625,0.8695652174,NA,NA,0.5830062291,0
BI05H04,1,0.3387096774,0.3529411765,0.5882352941,0.5454545455,0.5563380282,0.625,0.8695652174,NA,NA,0.4992273713,0
BI05H05,1,0.6290322581,0.5294117647,0.6470588235,0.4909090909,0.5563380282,0.5,0.8695652174,NA,NA,0.5062983883,0
BI05H06,1,0.4193548387,0.5294117647,0.5294117647,0.5818181818,0.5211267606,0.625,0.8695652174,0.625,0.1789882383,0.4774923991,0
BI05H07,1,0.435483871,0.5294117647,0.5882352941,0.6181818182,0.514084507,0.375,0.8695652174,0.625,0.4747239672,0.4522142195,1
BI05H10,1,0.5483870968,0.5882352941,0.7058823529,0.6545454545,0.6267605634,0.375,0.8695652174,NA,NA,0.4551747054,0
BI05H11,1,0.2580645161,0.3529411765,0.5882352941,0.3909090909,0.8169014085,0.25,0.8695652174,NA,NA,0.4895766479,0
BI05H12,1,0.2741935484,0.2941176471,0.5294117647,0.7272727273,0.4929577465,0.375,0.8695652174,0.6,0.3522534907,0.4568814845,0
BI05H13,1,0.1774193548,0.2352941176,0.4705882353,0.5727272727,0.4366197183,0.375,0.8695652174,0.65,0.09572124827,0.7093688059,1
BI06H01,1,0.6451612903,0.5294117647,0.4705882353,0.4454545455,0.485915493,0.375,0.9130434783,0.625,0.4747239672,0.4052964574,0
BI06H02,1,0.5967741935,0.2941176471,0.4117647059,0.6363636364,0.5704225352,0.125,0.9130434783,NA,NA,0.4001373683,0
BI06H03,1,NA,0.5882352941,0.4705882353,0.5727272727,0.5563380282,0.25,0.9130434783,0.65,0.4747239672,NA,0
BI06H04,0,0.5,0.1764705882,0.3529411765,0.4636363636,0.9295774648,0.375,0.9130434783,NA,NA,0.40777274,0
BI06H05,1,0.4516129032,0.3529411765,0.4117647059,0.5,0.3802816901,0.5,0.9130434783,0.55,0.4247813711,0.4948981332,0
BI06H06,0,0.7419354839,0.4705882353,0.4705882353,0.4545454545,0.4718309859,0.5,0.9130434783,0.75,0.6406075312,0.3921608863,0
BI06H07,1,0.7258064516,0.4117647059,0.5882352941,0.7272727273,0.6056338028,0.5,0.9130434783,0.5,0.8292675239,0.4330075481,1
BI06H08,0,0.3709677419,0.4117647059,0.4117647059,0.4,0.3732394366,0.625,0.9130434783,0.625,0,0.8431148827,0
BI06H10,1,0.6612903226,0.4117647059,0.7058823529,0.6818181818,0.6478873239,0.375,0.9130434783,0.675,0.6406075312,0.4344535806,1
BI06H11,0,0.5,0.2352941176,0.3529411765,0.4,0.3169014085,0.375,0.9130434783,NA,NA,0.4748228525,0
BI06H12,1,0.5967741935,0.5294117647,0.5294117647,0.4454545455,0.823943662,0.125,0.9130434783,NA,NA,0.3643345331,0
BI06H13,1,0.3709677419,0.4117647059,0.6470588235,0.5454545455,0.7253521127,NA,0.9130434783,NA,NA,0.5669970762,0
BI06H14,1,0.6774193548,0.6470588235,0.4705882353,0.6272727273,0.4366197183,0.625,0.9130434783,NA,NA,0.3813100153,0
BI07H01,1,0.4677419355,0.4117647059,0.6470588235,0.5454545455,0.4929577465,0.625,0.9565217391,NA,NA,0.5004370077,0
BI07H02,1,0.5,0.3529411765,0.4705882353,0.5454545455,NA,0.5,0.9565217391,0.8,0.4747239672,0.4626319229,0
BI07H03,1,0.7580645161,0.7058823529,0.6470588235,0.5818181818,0.7605633803,0.5,0.9565217391,0.525,0.4747239672,0.6167748626,1
BI07H04,1,0.4032258065,0.5882352941,0.7058823529,0.6545454545,0.7816901408,0.375,0.9565217391,0.625,0.09572124827,0.5278734909,0
CH27H01,1,0.7096774194,0.4117647059,0.4705882353,0.6545454545,0.6830985915,0.25,0.4347826087,0.4,0.5557371506,0.4333653421,0
CH27H02,1,0.5161290323,0.5294117647,0.4705882353,0.5545454545,0.1901408451,0.5,0.4347826087,NA,NA,0.4743003841,0
CH27H03,0,0.5,0.4117647059,0.4117647059,0.4909090909,0.2605633803,0.5,0.4347826087,0.6,0.5557371506,0.2431951911,0
CH27H04,0,0.6290322581,0.2941176471,0.2352941176,0.3818181818,0.176056338,0.25,0.4347826087,0.25,0.4747239672,0.3166805852,0
CH27H05,1,0.9516129032,0.5294117647,0.6470588235,0.5727272727,0.4295774648,0.375,0.4347826087,NA,NA,0.4670198634,0
CH28H01,1,0,0.4705882353,0.2941176471,0.3909090909,0.3169014085,0.5,0.4782608696,0.325,0.1789882383,0.4451074617,0
CH28H02,0,0.2741935484,0.2352941176,0.2352941176,0.4545454545,0.02112676056,0.375,0.4782608696,NA,NA,0.3991240805,0
CH28H03,1,0.1935483871,0.3529411765,0.4117647059,0.5727272727,0.1478873239,0.875,0.4782608696,0.35,0.6406075312,0.4331861393,0
CH28H04,1,0.3870967742,0.5882352941,0.6470588235,0.8454545455,0.4929577465,0.5,0.4782608696,0.225,0.09572124827,0.5848773653,0
CH28H06,1,0.5967741935,0.5882352941,0.5294117647,0.5636363636,0.3591549296,0.375,0.4782608696,0.275,0.7490745178,0.5075458739,0
CH28H07,1,0.6774193548,0.5882352941,0.4117647059,0.5636363636,0.4366197183,0.375,0.4782608696,0.6,0.3522534907,0.4282240752,0
CH28H08,1,0.4677419355,0.3529411765,0.4705882353,0.7636363636,0.4366197183,0.25,0.4782608696,0.325,0.09572124827,0.3592290747,0
CH28H09,0,0.6774193548,0.2941176471,0.3529411765,0.4363636364,0.07746478873,0.75,0.4782608696,0.65,0.3522534907,0.269889123,0
CH28H10,1,0.5322580645,0.7058823529,0.4117647059,0.4181818182,0.4929577465,0.5,0.4782608696,NA,NA,0.3164275366,0
CH28H11,1,0.5806451613,0.5294117647,0.4705882353,0.6909090909,0.1690140845,0.875,0.4782608696,0.5,0.4747239672,0.4542828532,0
CH28H12,0,0.3548387097,0.4117647059,0.4705882353,0.4636363636,0.323943662,0.875,0.4782608696,0.225,0.2426131678,0.4734005774,0
CH29H01,0,0.435483871,0.5294117647,0.2352941176,0.4545454545,0.2112676056,0.375,0.5217391304,0.425,0.8366263343,0.4089253369,0
CH29H02,1,0.3064516129,0.5882352941,0.5882352941,0.7636363636,0.6126760563,0.375,0.5217391304,NA,NA,0.6470026102,0
CH29H03,1,0.6451612903,0.6470588235,0.4705882353,0.6181818182,0.485915493,0.25,0.5217391304,0.6,0.4747239672,0.4525363094,0
CH29H04,1,0.4516129032,0.7058823529,0.4117647059,0.4545454545,0.3450704225,0.5,0.5217391304,0.425,0.2426131678,0.5195450125,0
CH29H05,0,0.5483870968,0.1176470588,0.1764705882,0.4545454545,0.04225352113,0.375,0.5217391304,NA,NA,0.3164704591,0
CH29H06,1,0.3225806452,0.4117647059,0.3529411765,0.3636363636,0.3802816901,0.25,0.5217391304,0.35,0.4747239672,0.563320813,1
CH29H07,1,0.4032258065,0.6470588235,0.4705882353,0.6727272727,0.338028169,0.5,0.5217391304,0.325,0,0.5154146289,0
CH29H08,1,0.5483870968,0.4705882353,0.5294117647,0.6545454545,0.5,0,0.5217391304,0.4,0.4247813711,0.388837892,0
CH29H09,1,0.6774193548,0.2941176471,0.4117647059,0.4545454545,0.01408450704,0.5,0.5217391304,0.5,0.8658867312,0.6569301173,0
CH29H10,1,0.7580645161,0.5882352941,0.6470588235,0.8818181818,0.323943662,1,0.5217391304,0.5,0.5557371506,0.466888417,0
CH29H13,1,0.6451612903,0.2941176471,0.4705882353,0.6363636364,0.3521126761,0.375,0.5217391304,NA,NA,0.4879661984,0
CH29H14,1,0.3870967742,0.5294117647,0.4117647059,0.4181818182,0.4154929577,0,0.5217391304,NA,NA,0.6911670323,0
CH29H15,0,0.2419354839,0.5294117647,0.1176470588,0.5,0.2253521127,0.5,0.5217391304,0.425,0.4247813711,0.710042898,0
CH30H01,1,0.564516129,0.3529411765,0.4705882353,0.7909090909,0.485915493,0,0.5652173913,0.625,0.1789882383,0.412662035,0
CH30H02,1,0.7741935484,0.5294117647,0.7058823529,0.8090909091,0.3943661972,0.5,0.5652173913,0.7,0.09572124827,0.6043102933,0
CH30H03,0,0.3548387097,0.4705882353,0.2352941176,0.3818181818,0.1056338028,1,0.5652173913,0.35,0,0.4608032835,1
CH30H04,1,0.6774193548,0.7058823529,0.8235294118,0.7545454545,0.5281690141,0.5,0.5652173913,0.4,0.2426131678,0.6276088298,0
CH30H05,1,0.5967741935,0.2941176471,0.3529411765,0.6909090909,0.2323943662,0.375,0.5652173913,NA,NA,0.5970529619,0
CH30H06,1,0.6290322581,0.4117647059,0.5882352941,0.8363636364,0.3873239437,0.625,0.5652173913,0.625,0.4747239672,0.3759361487,0
CH30H07,0,0.5161290323,0.2941176471,0.2352941176,0.5545454545,0.1408450704,0.375,0.5652173913,0.425,0.3522534907,0.2374262691,0
CH30H08,0,0.5322580645,0.5882352941,0.4117647059,0.5272727273,0.2042253521,0.5,0.5652173913,NA,NA,0.5343024411,0
CH30H09,1,0.6774193548,0.5294117647,0.5294117647,0.7,0.3943661972,0.375,0.5652173913,NA,NA,0.4810023926,0
CH30H10,0,0.6612903226,0.4705882353,0.4705882353,0.5636363636,0.2676056338,0.25,0.5652173913,0.4,0.6406075312,0.5874518555,0
CH30H13,1,0.6935483871,0.3529411765,0.4705882353,0.6090909091,0.2394366197,0.375,0.5652173913,0.675,0.4747239672,0.4395697005,0
CH31H01,1,0.5483870968,0.5882352941,0.4705882353,0.5,0.2605633803,0.5,0.6086956522,0.325,0.09572124827,0.5456339964,1
CH31H02,0,0.4032258065,0.4117647059,0.4117647059,0.5727272727,0.3098591549,0.125,0.6086956522,0.35,0.1789882383,0.4655791806,0
CH31H03,1,0.4193548387,0.9411764706,0.5882352941,0.6727272727,0.5352112676,0.375,0.6086956522,NA,NA,0.4899057909,0
CH31H04,1,0.3548387097,0.5882352941,0.5294117647,0.5636363636,0.2042253521,0.625,0.6086956522,NA,NA,0.5300883997,1
CH31H05,1,0.7903225806,0.5882352941,0.4117647059,0.5545454545,0.3661971831,0.25,0.6086956522,0.5,0.7317035141,0.4144223379,0
